구분,2016.09,2016.12,2017.03,2017.06,2017.09,2017.12,2018.03,2018.06,2018.09,2018.12,2019.03,2019.06
홍대입구,159,158,159,157,157,151,146,133,130,123,118,108
건대입구,192,192,186,183,181,179,170,165,161,156,153,147
신촌역,170,173,174,176,172,171,163,157,152,147,135,131
서경대,20,17,19,20,22,21,21,21,20,19,15,14
