구분,2016.09,2016.12,2017.03,2017.06,2017.09,2017.12,2018.03,2018.06,2018.09,2018.12,2019.03,2019.06
홍대입구,104485,78524,123210,116359,1296321,129584,133142,136471,142336,158732,124288,147701
건대입구,50861,44850,95462,91615,104245,112598,109182,124488,122780,111087,118402,140859
신촌역,71657,99515,220402,213667,231342,213075,223000,223763,227381,206312,190250,220768
서경대,11956,13077,13563,14166,17782,17361,17691,17938,20666,18248,18257,23124
